group_id,rules,split,image_count,empty_count,total_box_count,jieba_image_count,jieba_box_count,zonglie_image_count,zonglie_box_count,qilie_image_count,qilie_box_count,jiaza_image_count,jiaza_box_count,yiwuyaru_image_count,yiwuyaru_box_count,huashang_image_count,huashang_box_count,mamianmakeng_image_count,mamianmakeng_box_count,yanghuatiepi_image_count,yanghuatiepi_box_count,gunyin_image_count,gunyin_box_count
0001408918,numeric_raw_prefix,train,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0
0001408921,numeric_raw_prefix,train,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
0001409456,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001409916,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001410086,numeric_raw_prefix,train,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0
0001410225,numeric_raw_prefix,train,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
0001410231,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001411181,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001411186,numeric_raw_prefix,train,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001411271,numeric_raw_prefix,train,3,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001411376,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001412099,numeric_raw_prefix,train,1,0,17,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001412159,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001412163,numeric_raw_prefix,train,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
0001412682,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0001412891,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001412925,numeric_raw_prefix,train,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,1,1
0001412971,numeric_raw_prefix,train,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2
0001413817,numeric_raw_prefix,train,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001413853,numeric_raw_prefix,train,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
0001414756,numeric_raw_prefix,train,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0001414921,numeric_raw_prefix,train,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001414933,numeric_raw_prefix,train,1,0,3,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0001416282,numeric_raw_prefix,train,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
0001416284,numeric_raw_prefix,train,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
0001416364,numeric_raw_prefix,val,6,1,30,1,4,1,2,0,0,5,23,0,0,0,0,0,0,1,1,0,0
0001416457,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001416970,numeric_raw_prefix,val,5,2,7,1,4,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
0001417541,numeric_raw_prefix,val,6,1,10,1,2,0,0,4,7,0,0,1,1,0,0,0,0,0,0,0,0
0001417970,numeric_raw_prefix,train,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001417971,numeric_raw_prefix,val,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001417977,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001417980,numeric_raw_prefix,train,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001418428,numeric_raw_prefix,train,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
0001418441,numeric_raw_prefix,train,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
0001418444,numeric_raw_prefix,train,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,6,25,0,0,0,0
0001418446,numeric_raw_prefix,train,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0
0001418447,numeric_raw_prefix,train,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
0001419010,numeric_raw_prefix,train,3,1,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
0001420397,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001420757,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001420758,numeric_raw_prefix,train,4,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001420759,numeric_raw_prefix,train,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001420760,numeric_raw_prefix,train,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001420762,numeric_raw_prefix,train,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0
0001420776,numeric_raw_prefix,train,4,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001420777,numeric_raw_prefix,train,5,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001420780,numeric_raw_prefix,train,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001420781,numeric_raw_prefix,val,6,3,8,1,1,3,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0
0001420782,numeric_raw_prefix,train,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001420833,numeric_raw_prefix,train,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0001421035,numeric_raw_prefix,train,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,9,0,0
0001422550,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001422620,numeric_raw_prefix,val,9,7,13,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
0001424049,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001424085,numeric_raw_prefix,train,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001424328,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0001424882,numeric_raw_prefix,train,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
0001424892,numeric_raw_prefix,train,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0
0001426108,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001427659,numeric_raw_prefix,train,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
0001428303,numeric_raw_prefix,train,2,0,17,0,0,0,0,0,0,0,0,1,2,0,0,2,15,0,0,0,0
0001428671,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001428808,numeric_raw_prefix,train,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0
0001428810,numeric_raw_prefix,train,1,0,15,0,0,0,0,0,0,0,0,1,1,0,0,1,14,0,0,0,0
0001428815,numeric_raw_prefix,train,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
0001428922,numeric_raw_prefix,train,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0
0001429378,numeric_raw_prefix,val,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001429919,numeric_raw_prefix,train,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0001430517,numeric_raw_prefix,val,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
0001430606,numeric_raw_prefix,train,3,0,18,0,0,0,0,0,0,0,0,1,1,0,0,3,17,0,0,0,0
0001430617,numeric_raw_prefix,train,1,0,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1
0001430618,numeric_raw_prefix,train,1,0,8,1,1,1,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0
0001430796,numeric_raw_prefix,train,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001430797,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001430834,numeric_raw_prefix,train,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001432069,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0001432070,numeric_raw_prefix,train,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
0001432313,numeric_raw_prefix,train,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
0001432626,numeric_raw_prefix,train,3,1,10,0,0,0,0,0,0,0,0,1,1,0,0,2,9,0,0,0,0
0001432632,numeric_raw_prefix,train,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
0001432633,numeric_raw_prefix,val,6,2,14,0,0,0,0,0,0,0,0,3,3,0,0,3,11,0,0,0,0
0001433039,numeric_raw_prefix,val,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001433206,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001433380,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001441823,numeric_raw_prefix,val,9,5,22,0,0,0,0,0,0,0,0,0,0,0,0,3,19,1,3,0,0
0001441824,numeric_raw_prefix,val,4,1,37,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0
0001441825,numeric_raw_prefix,train,8,0,91,0,0,0,0,0,0,0,0,0,0,0,0,8,91,0,0,0,0
0001441826,numeric_raw_prefix,train,9,3,43,1,1,0,0,0,0,0,0,0,0,0,0,6,42,0,0,0,0
0001441827,numeric_raw_prefix,train,6,0,130,0,0,0,0,0,0,0,0,0,0,0,0,6,129,1,1,0,0
0001441828,numeric_raw_prefix,train,12,0,458,0,0,0,0,0,0,0,0,0,0,0,0,12,458,0,0,0,0
0001441829,numeric_raw_prefix,train,27,0,889,0,0,0,0,0,0,0,0,0,0,0,0,27,889,0,0,0,0
0001441830,numeric_raw_prefix,val,16,0,191,1,1,0,0,0,0,0,0,1,1,0,0,16,189,0,0,0,0
0001469108,numeric_raw_prefix,val,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469133,numeric_raw_prefix,train,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469138,numeric_raw_prefix,train,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0001469147,numeric_raw_prefix,train,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469158,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0001469239,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469242,numeric_raw_prefix,train,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469332,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469690,numeric_raw_prefix,val,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469693,numeric_raw_prefix,train,4,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
0001469694,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469702,numeric_raw_prefix,train,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001469704,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469708,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469711,numeric_raw_prefix,train,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469713,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001469714,numeric_raw_prefix,train,4,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
0001469716,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001469717,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469719,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469723,numeric_raw_prefix,val,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469725,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469726,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469730,numeric_raw_prefix,train,3,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001469734,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469735,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469736,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469740,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001469741,numeric_raw_prefix,train,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0001469753,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469758,numeric_raw_prefix,train,3,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469760,numeric_raw_prefix,train,4,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0001469761,numeric_raw_prefix,train,6,5,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
0001469762,numeric_raw_prefix,val,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469763,numeric_raw_prefix,val,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469764,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469767,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469768,numeric_raw_prefix,train,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
0001469769,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469770,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469771,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469772,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469777,numeric_raw_prefix,train,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
0001469780,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469781,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469782,numeric_raw_prefix,train,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001469783,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469789,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469791,numeric_raw_prefix,train,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
0001469793,numeric_raw_prefix,train,4,1,9,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,7,0,0
0001469798,numeric_raw_prefix,train,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,0,0
0001469806,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0001469808,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001469809,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469810,numeric_raw_prefix,train,2,1,6,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
0001469811,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469814,numeric_raw_prefix,train,2,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
0001469815,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469818,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469819,numeric_raw_prefix,train,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
0001469820,numeric_raw_prefix,val,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469821,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469824,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469828,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469833,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469836,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469837,numeric_raw_prefix,train,4,3,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
0001469839,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001469841,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001469845,numeric_raw_prefix,train,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469849,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469851,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001469855,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469856,numeric_raw_prefix,train,2,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
