image,label,group_id,group_rule,split,is_empty,classes,box_count
0001398404-Raw01-f_00003.jpg,0001398404-Raw01-f_00003.txt,0001398404,numeric_raw_prefix,train,False,yanghuatiepi,1
0001398404-Raw02-f_00003.jpg,0001398404-Raw02-f_00003.txt,0001398404,numeric_raw_prefix,train,True,,0
0001399164-Raw00-f_00007.jpg,0001399164-Raw00-f_00007.txt,0001399164,numeric_raw_prefix,train,False,mamianmakeng,1
0001399164-Raw01-f_00006.jpg,0001399164-Raw01-f_00006.txt,0001399164,numeric_raw_prefix,train,False,mamianmakeng,1
0001399164-Raw02-f_00005.jpg,0001399164-Raw02-f_00005.txt,0001399164,numeric_raw_prefix,train,False,mamianmakeng,2
0001399164-Raw03-f_00005.jpg,0001399164-Raw03-f_00005.txt,0001399164,numeric_raw_prefix,train,False,mamianmakeng,6
0001399491-Raw12-f_00000.jpg,0001399491-Raw12-f_00000.txt,0001399491,numeric_raw_prefix,train,True,,0
0001399652-Raw01-f_00006.jpg,0001399652-Raw01-f_00006.txt,0001399652,numeric_raw_prefix,train,False,zonglie,2
0001399652-Raw01-f_00008.jpg,0001399652-Raw01-f_00008.txt,0001399652,numeric_raw_prefix,train,False,zonglie,3
0001399899-Raw01-f_00009.jpg,0001399899-Raw01-f_00009.txt,0001399899,numeric_raw_prefix,train,False,zonglie,3
0001399899-Raw13-f_00009.jpg,0001399899-Raw13-f_00009.txt,0001399899,numeric_raw_prefix,train,True,,0
0001400153-Raw00-f_00008.jpg,0001400153-Raw00-f_00008.txt,0001400153,numeric_raw_prefix,train,False,mamianmakeng,2
0001400157-Raw02-f_00002.jpg,0001400157-Raw02-f_00002.txt,0001400157,numeric_raw_prefix,train,False,"mamianmakeng,yanghuatiepi",8
0001400160-Raw00-f_00000.jpg,0001400160-Raw00-f_00000.txt,0001400160,numeric_raw_prefix,train,False,mamianmakeng,3
0001400160-Raw02-f_00006.jpg,0001400160-Raw02-f_00006.txt,0001400160,numeric_raw_prefix,train,False,yanghuatiepi,1
0001400164-Raw01-f_00008.jpg,0001400164-Raw01-f_00008.txt,0001400164,numeric_raw_prefix,train,False,mamianmakeng,1
0001400164-Raw02-f_00006.jpg,0001400164-Raw02-f_00006.txt,0001400164,numeric_raw_prefix,train,False,mamianmakeng,6
0001400164-Raw02-f_00008.jpg,0001400164-Raw02-f_00008.txt,0001400164,numeric_raw_prefix,train,False,mamianmakeng,1
0001400164-Raw03-f_00006.jpg,0001400164-Raw03-f_00006.txt,0001400164,numeric_raw_prefix,train,False,mamianmakeng,5
0001400165-Raw00-f_00005.jpg,0001400165-Raw00-f_00005.txt,0001400165,numeric_raw_prefix,train,False,mamianmakeng,2
0001400166-Raw00-f_00006.jpg,0001400166-Raw00-f_00006.txt,0001400166,numeric_raw_prefix,train,False,"gunyin,mamianmakeng",2
0001400166-Raw01-f_00001.jpg,0001400166-Raw01-f_00001.txt,0001400166,numeric_raw_prefix,train,False,"mamianmakeng,yiwuyaru",2
0001400166-Raw01-f_00002.jpg,0001400166-Raw01-f_00002.txt,0001400166,numeric_raw_prefix,train,False,mamianmakeng,3
0001400264-Raw03-f_00009.jpg,0001400264-Raw03-f_00009.txt,0001400264,numeric_raw_prefix,val,False,jieba,1
0001401010-Raw02-f_00003.jpg,0001401010-Raw02-f_00003.txt,0001401010,numeric_raw_prefix,train,False,jieba,3
0001401415-Raw02-f_00006.jpg,0001401415-Raw02-f_00006.txt,0001401415,numeric_raw_prefix,train,False,mamianmakeng,1
0001401945-Raw02-f_00004.jpg,0001401945-Raw02-f_00004.txt,0001401945,numeric_raw_prefix,train,False,jieba,1
0001402648-Raw01-f_00004.jpg,0001402648-Raw01-f_00004.txt,0001402648,numeric_raw_prefix,train,False,yanghuatiepi,2
0001402648-Raw01-f_00007.jpg,0001402648-Raw01-f_00007.txt,0001402648,numeric_raw_prefix,train,False,yanghuatiepi,1
0001402648-Raw03-f_00003.jpg,0001402648-Raw03-f_00003.txt,0001402648,numeric_raw_prefix,train,True,,0
0001403861-Raw01-f_00005.jpg,0001403861-Raw01-f_00005.txt,0001403861,numeric_raw_prefix,train,False,zonglie,2
0001404083-Raw01-f_00010.jpg,0001404083-Raw01-f_00010.txt,0001404083,numeric_raw_prefix,train,False,jiaza,1
0001404083-Raw03-f_00003.jpg,0001404083-Raw03-f_00003.txt,0001404083,numeric_raw_prefix,train,False,yanghuatiepi,3
0001404107-Raw00-f_00010.jpg,0001404107-Raw00-f_00010.txt,0001404107,numeric_raw_prefix,train,True,,0
0001404107-Raw01-f_00000.jpg,0001404107-Raw01-f_00000.txt,0001404107,numeric_raw_prefix,train,True,,0
0001404107-Raw01-f_00002.jpg,0001404107-Raw01-f_00002.txt,0001404107,numeric_raw_prefix,train,True,,0
0001404107-Raw01-f_00003.jpg,0001404107-Raw01-f_00003.txt,0001404107,numeric_raw_prefix,train,True,,0
0001404107-Raw01-f_00004.jpg,0001404107-Raw01-f_00004.txt,0001404107,numeric_raw_prefix,train,True,,0
0001404107-Raw01-f_00006.jpg,0001404107-Raw01-f_00006.txt,0001404107,numeric_raw_prefix,train,True,,0
0001404107-Raw01-f_00008.jpg,0001404107-Raw01-f_00008.txt,0001404107,numeric_raw_prefix,train,True,,0
0001404107-Raw01-f_00010.jpg,0001404107-Raw01-f_00010.txt,0001404107,numeric_raw_prefix,train,True,,0
0001404107-Raw01-f_00013.jpg,0001404107-Raw01-f_00013.txt,0001404107,numeric_raw_prefix,train,True,,0
0001404107-Raw01-f_00014.jpg,0001404107-Raw01-f_00014.txt,0001404107,numeric_raw_prefix,train,True,,0
0001404107-Raw01-f_00015.jpg,0001404107-Raw01-f_00015.txt,0001404107,numeric_raw_prefix,train,True,,0
0001404107-Raw01-f_00016.jpg,0001404107-Raw01-f_00016.txt,0001404107,numeric_raw_prefix,train,True,,0
0001404284-Raw01-f_00002.jpg,0001404284-Raw01-f_00002.txt,0001404284,numeric_raw_prefix,train,False,zonglie,3
0001404284-Raw02-f_00003.jpg,0001404284-Raw02-f_00003.txt,0001404284,numeric_raw_prefix,train,True,,0
0001404397-Raw00-f_00011.jpg,0001404397-Raw00-f_00011.txt,0001404397,numeric_raw_prefix,val,False,mamianmakeng,16
0001404397-Raw01-f_00003.jpg,0001404397-Raw01-f_00003.txt,0001404397,numeric_raw_prefix,val,True,,0
0001404397-Raw01-f_00006.jpg,0001404397-Raw01-f_00006.txt,0001404397,numeric_raw_prefix,val,True,,0
0001404398-Raw00-f_00001.jpg,0001404398-Raw00-f_00001.txt,0001404398,numeric_raw_prefix,train,False,mamianmakeng,6
0001404398-Raw01-f_00001.jpg,0001404398-Raw01-f_00001.txt,0001404398,numeric_raw_prefix,train,False,mamianmakeng,3
0001404398-Raw01-f_00002.jpg,0001404398-Raw01-f_00002.txt,0001404398,numeric_raw_prefix,train,False,mamianmakeng,1
0001404449-Raw13-f_00009.jpg,0001404449-Raw13-f_00009.txt,0001404449,numeric_raw_prefix,train,True,,0
0001405563-Raw01-f_00010.jpg,0001405563-Raw01-f_00010.txt,0001405563,numeric_raw_prefix,train,False,zonglie,2
0001405587-Raw01-f_00004.jpg,0001405587-Raw01-f_00004.txt,0001405587,numeric_raw_prefix,train,False,zonglie,1
0001405587-Raw01-f_00005.jpg,0001405587-Raw01-f_00005.txt,0001405587,numeric_raw_prefix,train,False,zonglie,1
0001405587-Raw11-f_00007.jpg,0001405587-Raw11-f_00007.txt,0001405587,numeric_raw_prefix,train,True,,0
0001405806-Raw00-f_00011.jpg,0001405806-Raw00-f_00011.txt,0001405806,numeric_raw_prefix,train,True,,0
0001406455-Raw00-f_00001.jpg,0001406455-Raw00-f_00001.txt,0001406455,numeric_raw_prefix,train,True,,0
0001406455-Raw00-f_00007.jpg,0001406455-Raw00-f_00007.txt,0001406455,numeric_raw_prefix,train,True,,0
0001406455-Raw00-f_00009.jpg,0001406455-Raw00-f_00009.txt,0001406455,numeric_raw_prefix,train,True,,0
0001406455-Raw00-f_00010.jpg,0001406455-Raw00-f_00010.txt,0001406455,numeric_raw_prefix,train,True,,0
0001406455-Raw01-f_00001.jpg,0001406455-Raw01-f_00001.txt,0001406455,numeric_raw_prefix,train,True,,0
0001406455-Raw01-f_00002.jpg,0001406455-Raw01-f_00002.txt,0001406455,numeric_raw_prefix,train,True,,0
0001406455-Raw01-f_00004.jpg,0001406455-Raw01-f_00004.txt,0001406455,numeric_raw_prefix,train,True,,0
0001406455-Raw01-f_00005.jpg,0001406455-Raw01-f_00005.txt,0001406455,numeric_raw_prefix,train,True,,0
0001406455-Raw01-f_00006.jpg,0001406455-Raw01-f_00006.txt,0001406455,numeric_raw_prefix,train,True,,0
0001406455-Raw01-f_00008.jpg,0001406455-Raw01-f_00008.txt,0001406455,numeric_raw_prefix,train,True,,0
0001406455-Raw01-f_00011.jpg,0001406455-Raw01-f_00011.txt,0001406455,numeric_raw_prefix,train,True,,0
0001406455-Raw01-f_00012.jpg,0001406455-Raw01-f_00012.txt,0001406455,numeric_raw_prefix,train,True,,0
0001406455-Raw02-f_00007.jpg,0001406455-Raw02-f_00007.txt,0001406455,numeric_raw_prefix,train,False,yiwuyaru,6
0001406531-Raw01-f_00004.jpg,0001406531-Raw01-f_00004.txt,0001406531,numeric_raw_prefix,train,True,,0
0001406531-Raw02-f_00005.jpg,0001406531-Raw02-f_00005.txt,0001406531,numeric_raw_prefix,train,True,,0
0001406531-Raw02-f_00006.jpg,0001406531-Raw02-f_00006.txt,0001406531,numeric_raw_prefix,train,True,,0
0001408096-Raw00-f_00007.jpg,0001408096-Raw00-f_00007.txt,0001408096,numeric_raw_prefix,train,True,,0
0001408096-Raw00-f_00010.jpg,0001408096-Raw00-f_00010.txt,0001408096,numeric_raw_prefix,train,True,,0
0001408096-Raw01-f_00005.jpg,0001408096-Raw01-f_00005.txt,0001408096,numeric_raw_prefix,train,True,,0
0001408268-Raw00-f_00004.jpg,0001408268-Raw00-f_00004.txt,0001408268,numeric_raw_prefix,train,True,,0
0001408907-Raw00-f_00010.jpg,0001408907-Raw00-f_00010.txt,0001408907,numeric_raw_prefix,train,False,mamianmakeng,3
0001408907-Raw00-f_00011.jpg,0001408907-Raw00-f_00011.txt,0001408907,numeric_raw_prefix,train,False,mamianmakeng,1
0001408913-Raw00-f_00013.jpg,0001408913-Raw00-f_00013.txt,0001408913,numeric_raw_prefix,train,False,mamianmakeng,10
0001408914-Raw00-f_00000.jpg,0001408914-Raw00-f_00000.txt,0001408914,numeric_raw_prefix,train,False,mamianmakeng,1
0001408915-Raw00-f_00003.jpg,0001408915-Raw00-f_00003.txt,0001408915,numeric_raw_prefix,train,False,mamianmakeng,2
0001408915-Raw00-f_00004.jpg,0001408915-Raw00-f_00004.txt,0001408915,numeric_raw_prefix,train,False,mamianmakeng,1
0001408915-Raw00-f_00009.jpg,0001408915-Raw00-f_00009.txt,0001408915,numeric_raw_prefix,train,False,mamianmakeng,12
0001408915-Raw00-f_00010.jpg,0001408915-Raw00-f_00010.txt,0001408915,numeric_raw_prefix,train,False,mamianmakeng,2
0001408915-Raw13-f_00011.jpg,0001408915-Raw13-f_00011.txt,0001408915,numeric_raw_prefix,train,True,,0
0001408916-Raw00-f_00004.jpg,0001408916-Raw00-f_00004.txt,0001408916,numeric_raw_prefix,train,False,mamianmakeng,1
0001408916-Raw01-f_00005.jpg,0001408916-Raw01-f_00005.txt,0001408916,numeric_raw_prefix,train,False,mamianmakeng,4
0001408916-Raw13-f_00005.jpg,0001408916-Raw13-f_00005.txt,0001408916,numeric_raw_prefix,train,True,,0
0001408917-Raw00-f_00008.jpg,0001408917-Raw00-f_00008.txt,0001408917,numeric_raw_prefix,train,False,mamianmakeng,6
0001408917-Raw02-f_00008.jpg,0001408917-Raw02-f_00008.txt,0001408917,numeric_raw_prefix,train,False,mamianmakeng,4
0001408918-Raw01-f_00001.jpg,0001408918-Raw01-f_00001.txt,0001408918,numeric_raw_prefix,train,False,mamianmakeng,4
0001408918-Raw01-f_00002.jpg,0001408918-Raw01-f_00002.txt,0001408918,numeric_raw_prefix,train,False,mamianmakeng,5
0001408921-Raw00-f_00010.jpg,0001408921-Raw00-f_00010.txt,0001408921,numeric_raw_prefix,train,False,mamianmakeng,4
0001409456-Raw00-f_00002.jpg,0001409456-Raw00-f_00002.txt,0001409456,numeric_raw_prefix,train,True,,0
0001409456-Raw12-f_00005.jpg,0001409456-Raw12-f_00005.txt,0001409456,numeric_raw_prefix,train,True,,0
0001409916-Raw01-f_00004.jpg,0001409916-Raw01-f_00004.txt,0001409916,numeric_raw_prefix,train,True,,0
0001409916-Raw02-f_00004.jpg,0001409916-Raw02-f_00004.txt,0001409916,numeric_raw_prefix,train,True,,0
0001410086-Raw01-f_00004.jpg,0001410086-Raw01-f_00004.txt,0001410086,numeric_raw_prefix,train,False,mamianmakeng,3
0001410086-Raw02-f_00000.jpg,0001410086-Raw02-f_00000.txt,0001410086,numeric_raw_prefix,train,False,mamianmakeng,1
0001410086-Raw02-f_00003.jpg,0001410086-Raw02-f_00003.txt,0001410086,numeric_raw_prefix,train,False,mamianmakeng,2
0001410225-Raw02-f_00006.jpg,0001410225-Raw02-f_00006.txt,0001410225,numeric_raw_prefix,train,False,mamianmakeng,2
0001410231-Raw02-f_00002.jpg,0001410231-Raw02-f_00002.txt,0001410231,numeric_raw_prefix,train,True,,0
0001411181-Raw13-f_00009.jpg,0001411181-Raw13-f_00009.txt,0001411181,numeric_raw_prefix,train,True,,0
0001411186-Raw02-f_00004.jpg,0001411186-Raw02-f_00004.txt,0001411186,numeric_raw_prefix,train,False,zonglie,1
0001411271-Raw01-f_00004.jpg,0001411271-Raw01-f_00004.txt,0001411271,numeric_raw_prefix,train,False,zonglie,1
0001411271-Raw01-f_00005.jpg,0001411271-Raw01-f_00005.txt,0001411271,numeric_raw_prefix,train,False,zonglie,1
0001411271-Raw02-f_00005.jpg,0001411271-Raw02-f_00005.txt,0001411271,numeric_raw_prefix,train,False,zonglie,1
0001411376-Raw02-f_00007.jpg,0001411376-Raw02-f_00007.txt,0001411376,numeric_raw_prefix,train,True,,0
0001412099-Raw03-f_00006.jpg,0001412099-Raw03-f_00006.txt,0001412099,numeric_raw_prefix,train,False,jieba,17
0001412159-Raw11-f_00004.jpg,0001412159-Raw11-f_00004.txt,0001412159,numeric_raw_prefix,train,True,,0
0001412163-Raw01-f_00004.jpg,0001412163-Raw01-f_00004.txt,0001412163,numeric_raw_prefix,train,False,"mamianmakeng,yiwuyaru",2
0001412682-Raw03-f_00008.jpg,0001412682-Raw03-f_00008.txt,0001412682,numeric_raw_prefix,train,False,mamianmakeng,1
0001412891-Raw02-f_00005.jpg,0001412891-Raw02-f_00005.txt,0001412891,numeric_raw_prefix,train,True,,0
0001412925-Raw02-f_00008.jpg,0001412925-Raw02-f_00008.txt,0001412925,numeric_raw_prefix,train,False,mamianmakeng,1
0001412925-Raw02-f_00009.jpg,0001412925-Raw02-f_00009.txt,0001412925,numeric_raw_prefix,train,False,mamianmakeng,10
0001412925-Raw02-f_00010.jpg,0001412925-Raw02-f_00010.txt,0001412925,numeric_raw_prefix,train,False,"gunyin,mamianmakeng",3
0001412971-Raw00-f_00014.jpg,0001412971-Raw00-f_00014.txt,0001412971,numeric_raw_prefix,train,False,"gunyin,mamianmakeng",2
0001412971-Raw02-f_00001.jpg,0001412971-Raw02-f_00001.txt,0001412971,numeric_raw_prefix,train,False,"gunyin,yanghuatiepi",4
0001413817-Raw00-f_00001.jpg,0001413817-Raw00-f_00001.txt,0001413817,numeric_raw_prefix,train,True,,0
0001413817-Raw02-f_00004.jpg,0001413817-Raw02-f_00004.txt,0001413817,numeric_raw_prefix,train,False,yanghuatiepi,1
0001413853-Raw00-f_00005.jpg,0001413853-Raw00-f_00005.txt,0001413853,numeric_raw_prefix,train,False,mamianmakeng,1
0001413853-Raw01-f_00005.jpg,0001413853-Raw01-f_00005.txt,0001413853,numeric_raw_prefix,train,False,mamianmakeng,1
0001413853-Raw01-f_00006.jpg,0001413853-Raw01-f_00006.txt,0001413853,numeric_raw_prefix,train,False,mamianmakeng,1
0001413853-Raw12-f_00009.jpg,0001413853-Raw12-f_00009.txt,0001413853,numeric_raw_prefix,train,True,,0
0001414756-Raw01-f_00006.jpg,0001414756-Raw01-f_00006.txt,0001414756,numeric_raw_prefix,train,False,jiaza,1
0001414756-Raw02-f_00002.jpg,0001414756-Raw02-f_00002.txt,0001414756,numeric_raw_prefix,train,True,,0
0001414756-Raw03-f_00005.jpg,0001414756-Raw03-f_00005.txt,0001414756,numeric_raw_prefix,train,True,,0
0001414921-Raw00-f_00001.jpg,0001414921-Raw00-f_00001.txt,0001414921,numeric_raw_prefix,train,False,zonglie,2
0001414933-Raw00-f_00004.jpg,0001414933-Raw00-f_00004.txt,0001414933,numeric_raw_prefix,train,False,"mamianmakeng,zonglie",3
0001416282-Raw01-f_00004.jpg,0001416282-Raw01-f_00004.txt,0001416282,numeric_raw_prefix,train,False,mamianmakeng,2
0001416284-Raw02-f_00005.jpg,0001416284-Raw02-f_00005.txt,0001416284,numeric_raw_prefix,train,False,mamianmakeng,3
0001416364-Raw00-f_00008.jpg,0001416364-Raw00-f_00008.txt,0001416364,numeric_raw_prefix,val,False,"jiaza,zonglie",5
0001416364-Raw00-f_00009.jpg,0001416364-Raw00-f_00009.txt,0001416364,numeric_raw_prefix,val,False,"jiaza,jieba",15
0001416364-Raw01-f_00002.jpg,0001416364-Raw01-f_00002.txt,0001416364,numeric_raw_prefix,val,False,"jiaza,yanghuatiepi",5
0001416364-Raw01-f_00003.jpg,0001416364-Raw01-f_00003.txt,0001416364,numeric_raw_prefix,val,False,jiaza,2
0001416364-Raw01-f_00005.jpg,0001416364-Raw01-f_00005.txt,0001416364,numeric_raw_prefix,val,False,jiaza,3
0001416364-Raw02-f_00009.jpg,0001416364-Raw02-f_00009.txt,0001416364,numeric_raw_prefix,val,True,,0
0001416457-Raw00-f_00004.jpg,0001416457-Raw00-f_00004.txt,0001416457,numeric_raw_prefix,train,True,,0
0001416970-Raw01-f_00005.jpg,0001416970-Raw01-f_00005.txt,0001416970,numeric_raw_prefix,val,False,jiaza,1
0001416970-Raw02-f_00003.jpg,0001416970-Raw02-f_00003.txt,0001416970,numeric_raw_prefix,val,False,jieba,4
0001416970-Raw02-f_00005.jpg,0001416970-Raw02-f_00005.txt,0001416970,numeric_raw_prefix,val,False,"jiaza,yiwuyaru",2
0001416970-Raw12-f_00004.jpg,0001416970-Raw12-f_00004.txt,0001416970,numeric_raw_prefix,val,True,,0
0001416970-Raw13-f_00008.jpg,0001416970-Raw13-f_00008.txt,0001416970,numeric_raw_prefix,val,True,,0
0001417541-Raw00-f_00005.jpg,0001417541-Raw00-f_00005.txt,0001417541,numeric_raw_prefix,val,False,"qilie,yiwuyaru",2
0001417541-Raw02-f_00006.jpg,0001417541-Raw02-f_00006.txt,0001417541,numeric_raw_prefix,val,True,,0
0001417541-Raw02-f_00007.jpg,0001417541-Raw02-f_00007.txt,0001417541,numeric_raw_prefix,val,False,jieba,2
0001417541-Raw02-f_00011.jpg,0001417541-Raw02-f_00011.txt,0001417541,numeric_raw_prefix,val,False,qilie,3
0001417541-Raw03-f_00006.jpg,0001417541-Raw03-f_00006.txt,0001417541,numeric_raw_prefix,val,False,qilie,2
0001417541-Raw03-f_00007.jpg,0001417541-Raw03-f_00007.txt,0001417541,numeric_raw_prefix,val,False,qilie,1
0001417970-Raw01-f_00004.jpg,0001417970-Raw01-f_00004.txt,0001417970,numeric_raw_prefix,train,False,zonglie,1
0001417971-Raw02-f_00002.jpg,0001417971-Raw02-f_00002.txt,0001417971,numeric_raw_prefix,val,True,,0
0001417971-Raw02-f_00011.jpg,0001417971-Raw02-f_00011.txt,0001417971,numeric_raw_prefix,val,True,,0
0001417971-Raw12-f_00007.jpg,0001417971-Raw12-f_00007.txt,0001417971,numeric_raw_prefix,val,True,,0
0001417977-Raw11-f_00008.jpg,0001417977-Raw11-f_00008.txt,0001417977,numeric_raw_prefix,train,True,,0
0001417977-Raw11-f_00009.jpg,0001417977-Raw11-f_00009.txt,0001417977,numeric_raw_prefix,train,True,,0
0001417980-Raw01-f_00009.jpg,0001417980-Raw01-f_00009.txt,0001417980,numeric_raw_prefix,train,False,zonglie,1
0001417980-Raw02-f_00004.jpg,0001417980-Raw02-f_00004.txt,0001417980,numeric_raw_prefix,train,True,,0
0001418428-Raw01-f_00007.jpg,0001418428-Raw01-f_00007.txt,0001418428,numeric_raw_prefix,train,False,mamianmakeng,1
0001418428-Raw01-f_00008.jpg,0001418428-Raw01-f_00008.txt,0001418428,numeric_raw_prefix,train,False,mamianmakeng,1
0001418428-Raw02-f_00008.jpg,0001418428-Raw02-f_00008.txt,0001418428,numeric_raw_prefix,train,False,mamianmakeng,1
0001418441-Raw00-f_00005.jpg,0001418441-Raw00-f_00005.txt,0001418441,numeric_raw_prefix,train,False,mamianmakeng,7
0001418444-Raw00-f_00004.jpg,0001418444-Raw00-f_00004.txt,0001418444,numeric_raw_prefix,train,False,mamianmakeng,1
0001418444-Raw01-f_00002.jpg,0001418444-Raw01-f_00002.txt,0001418444,numeric_raw_prefix,train,False,mamianmakeng,8
0001418444-Raw01-f_00004.jpg,0001418444-Raw01-f_00004.txt,0001418444,numeric_raw_prefix,train,False,mamianmakeng,3
0001418444-Raw02-f_00002.jpg,0001418444-Raw02-f_00002.txt,0001418444,numeric_raw_prefix,train,False,mamianmakeng,5
0001418444-Raw02-f_00004.jpg,0001418444-Raw02-f_00004.txt,0001418444,numeric_raw_prefix,train,False,mamianmakeng,2
0001418444-Raw02-f_00006.jpg,0001418444-Raw02-f_00006.txt,0001418444,numeric_raw_prefix,train,False,mamianmakeng,6
0001418446-Raw00-f_00001.jpg,0001418446-Raw00-f_00001.txt,0001418446,numeric_raw_prefix,train,False,mamianmakeng,14
